id,name,description,organisation,building,level,type,bookable,email,capacity
xray:3.539.60,60,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.61,61,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.62,62,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.63,63,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.64,64,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.65,65,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.66,66,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.67,67,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.68,68,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.69,69,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.70,70,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.71,71,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.72,72,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.73,73,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.74,74,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.75,75,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.76,76,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.77,77,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.78,78,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.79,79,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.80,80,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.81,81,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.82,82,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.83,83,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.84,84,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.85,85,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.86,86,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.87,87,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.88,88,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.89,89,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.9.01,9.01,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.03,9.03,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.04,9.04,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.05,9.05,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.06,9.06,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.07,9.07,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.08,9.08,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.09,9.09,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.1,9.1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.11,9.11,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.9.12,9.12,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,formal,FALSE,,
xray:3.539.90,90,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.91,91,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.92,92,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.93,93,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.94,94,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.95,95,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.96,96,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.97,97,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.98,98,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.99,99,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.B1,B1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B10,B10,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B11,B11,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B12,B12,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B13,B13,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B14,B14,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B15,B15,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B16,B16,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B17,B17,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B2,B2,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B3,B3,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B4,B4,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B6,B6,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B7,B7,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B8,B8,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.B9,B9,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.D1,D1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D10,D10,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D11,D11,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D12,D12,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D2,D2,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D3,D3,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D4,D4,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D5,D5,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D6,D6,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D7,D7,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D8,D8,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.D9,D9,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F1,F1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F10,F10,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F11,F11,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F12,F12,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F13,F13,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F14,F14,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F15,F15,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F16,F16,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F17,F17,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F18,F18,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F19,F19,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F2,F2,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F20,F20,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F21,F21,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F22,F22,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F23,F23,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F24,F24,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F25,F25,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F26,F26,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F27,F27,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F28,F28,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F29,F29,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F3,F3,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F30,F30,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F32,F32,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F33,F33,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F34,F34,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F35,F35,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F36,F36,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F37,F37,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F38,F38,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F39,F39,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F4,F4,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F5,F5,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F6,F6,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F7,F7,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F8,F8,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.F9,F9,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.HS,HS,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,social,FALSE,,
xray:3.539.KT1,KT1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,social,FALSE,,
xray:3.539.KT2,KT2,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,social,FALSE,,
xray:3.539.N1,N1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,social,FALSE,,
xray:3.539.N2,N2,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,social,FALSE,,
xray:3.539.P1,P1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P10,P10,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P11,P11,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P12,P12,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P2,P2,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P3,P3,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P4,P4,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P5,P5,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P6,P6,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P7,P7,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P8,P8,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.P9,P9,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.S1,S1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,social,FALSE,,
xray:3.539.S2,S2,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,informal,FALSE,,
xray:3.539.U1,U1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,unknown,FALSE,,
xray:3.539.X1,X1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X10,X10,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.X11,X11,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X12,X12,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X13,X13,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X14,X14,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X15,X15,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X16,X16,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X17,X17,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X18,X18,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X19,X19,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X2,X2,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X20,X20,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X3,X3,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.X4,X4,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.539.X5,X5,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X6,X6,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X7,X7,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X8,X8,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workstation,FALSE,,
xray:3.539.X9,X9,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-~Vc7XN6LRz,workpoint,FALSE,,
xray:3.270.1,1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.2,2,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.3,3,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.4,4,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.5,5,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.6,6,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.7,7,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.8,8,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.9,9,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.10,10,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.10.01,10.01,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.03,10.03,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.05,10.05,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.06,10.06,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.07,10.07,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.08,10.08,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.09,10.09,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.1,10.1,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.11,10.11,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.12,10.12,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.10.13,10.13,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,formal,FALSE,,
xray:3.270.100,100,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.101,101,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.102,102,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.103,103,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.104,104,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.105,105,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.106,106,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.107,107,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.108,108,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.109,109,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.11,11,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.110,110,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.111,111,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.112,112,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.113,113,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.114,114,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.115,115,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.116,116,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.117,117,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.118,118,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.119,119,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.12,12,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
xray:3.270.120,120,,zone-xP3Z77ZH-Z,zone-y3qHfB~QrH,zone-y3qRLrZGVs,workstation,FALSE,,
